xflr5 v6.62

 Calculated polar for: NACA 4412

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     1.000 e 6     Ncrit =   9.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -6.000,-0.1720, 0.00909, 0.00359,-0.1076,0.8836,0.0417,-2.8896, 0.0000, 0.0000, 0.0000,-0.3956
 -4.000, 0.0432, 0.00776, 0.00210,-0.1052,0.8167,0.0777,-1.7120, 0.0000, 0.0000, 0.0000, 2.7317
 -3.000, 0.1501, 0.00733, 0.00168,-0.1038,0.7749,0.1170,-1.2457, 0.0000, 0.0000, 0.0000, 0.9507
 -2.000, 0.2561, 0.00706, 0.00143,-0.1023,0.7274,0.1781,-0.8606, 0.0000, 0.0000, 0.0000, 0.6522
 -1.000, 0.3613, 0.00689, 0.00133,-0.1007,0.6759,0.2647,-0.6769, 0.0000, 0.0000, 0.0000, 0.5288
  0.000, 0.4647, 0.00669, 0.00136,-0.0989,0.6224,0.4163,-0.7562, 0.0000, 0.0000, 0.0000, 0.4613
  1.000, 0.5556, 0.00584, 0.00164,-0.0943,0.5736,0.8662,-0.8365, 0.0000, 0.0000, 0.0000, 0.4170
  2.000, 0.7139, 0.00620, 0.00193,-0.1042,0.5275,1.0000,-0.9677, 0.0000, 0.0000, 0.0000, 0.3923
  3.000, 0.8101, 0.00667, 0.00221,-0.1009,0.4922,1.0000,-1.0806, 0.0000, 0.0000, 0.0000, 0.3697
  4.000, 0.9083, 0.00715, 0.00258,-0.0980,0.4582,1.0000,-1.2487, 0.0000, 0.0000, 0.0000, 0.3519
  5.000, 1.0070, 0.00775, 0.00303,-0.0953,0.4156,1.0000,-1.5659, 0.0000, 0.0000, 0.0000, 0.3376
  6.000, 1.1040, 0.00854, 0.00364,-0.0926,0.3566,1.0000,-1.9900, 0.0000, 0.0000, 0.0000, 0.3256
  7.000, 1.1916, 0.00998, 0.00465,-0.0886,0.2646,1.0000,-2.4811, 0.0000, 0.0000, 0.0000, 0.3147
  8.000, 1.2659, 0.01223, 0.00628,-0.0826,0.1516,1.0000,-3.0151, 0.0000, 0.0000, 0.0000, 0.3043
  9.000, 1.3306, 0.01457, 0.00821,-0.0751,0.0795,1.0000,-3.5684, 0.0000, 0.0000, 0.0000, 0.2940
 10.000, 1.3927, 0.01686, 0.01037,-0.0677,0.0478,1.0000,-4.1980, 0.0000, 0.0000, 0.0000, 0.2847
 11.000, 1.4507, 0.01946, 0.01299,-0.0606,0.0340,1.0000,-4.8444, 0.0000, 0.0000, 0.0000, 0.2762
 12.000, 1.5001, 0.02281, 0.01644,-0.0536,0.0264,1.0000,-5.4958, 0.0000, 0.0000, 0.0000, 0.2684


